time,status,tree_size,planning_time_ms,path_length,safety_margin,pos_error,ang_error_deg,chaser_x,chaser_y
0.0019235610961914062,Docking Approach,31,7.826566696166992,2,132.89465662494626,254.0510519214792,90.00384712219238,34.98582202312021,121.54373047722478
0.12604451179504395,Docking Approach,31,7.57288932800293,2,127.91033733226413,248.99194140785784,90.25208902359009,39.971644046240414,121.16746095444957
0.23395967483520508,Docking Approach,31,7.401466369628906,2,122.92715314481151,243.95078308203568,90.46791934967041,44.95746606936062,120.79119143167435
0.3729679584503174,Docking Approach,31,7.933378219604492,2,117.94523170404821,238.88233071064116,90.74593591690063,49.94328809248083,120.41492190889912
0.4825127124786377,Docking Approach,28,7.562875747680664,2,112.96472049379011,233.84484622427695,90.96502542495728,54.929110115601034,120.0386523861239
0.5927543640136719,Docking Approach,31,7.116556167602539,2,107.98579084294491,228.80955861998706,91.18550872802734,59.91493213872124,119.66238286334868
0.7044141292572021,Docking Approach,30,8.08095932006836,2,103.00864293548739,223.77596136664906,91.4088282585144,64.90075416184145,119.28611334057346
0.8197858333587646,Docking Approach,25,9.577274322509766,2,98.03351213549955,218.7420562667234,91.63957166671753,69.88657618496165,118.90984381779825
0.9349703788757324,Docking Approach,23,5.929708480834961,2,93.06067704718903,213.7118035474865,91.86994075775146,74.87239820808186,118.53357429502302
1.0410315990447998,Docking Approach,31,7.242918014526367,2,88.09046988983827,208.6940159247322,92.0820631980896,79.85822023120207,118.1573047722478
1.1542062759399414,Docking Approach,30,6.546974182128906,2,83.12328999946148,203.6733841899629,92.30841255187988,84.84404225432228,117.78103524947258
1.2648403644561768,Docking Approach,25,6.326198577880859,2,78.15962161005797,198.65946004853913,92.52968072891235,89.82986427744248,117.40476572669735
1.3730969429016113,Docking Approach,29,7.034778594970703,2,73.20005757787207,193.65240924066813,92.74619388580322,94.81568630056269,117.02849620392213
1.4857499599456787,Docking Approach,25,6.126642227172852,2,68.2453314904248,188.64608569036585,92.97149991989136,99.8015083236829,116.65222668114691
1.5930790901184082,Docking Approach,18,4.699468612670898,2,63.29636181305919,183.65021244781377,93.18615818023682,104.7873303468031,116.27595715837168
1.700791597366333,Docking Approach,18,4.253387451171875,2,58.35431365211073,178.65974872260247,93.40158319473267,109.77315236992331,115.89968763559646
1.8131422996520996,Docking Approach,16,5.550384521484375,2,53.42068685407217,173.671091309818,93.6262845993042,114.75897439304352,115.52341811282125
1.9697167873382568,Docking Approach,16,4.299163818359375,2,48.49744441939194,168.64672371501362,93.93943357467651,119.74479641616372,115.14714859004602
2.08060622215271,Docking Approach,13,3.6754608154296875,2,43.58720428561626,163.67365992879758,94.16121244430542,124.73061843928393,114.7708790672708
2.185056447982788,Docking Approach,16,3.874540328979492,2,38.69353372814363,158.71488214783676,94.37011289596558,129.71644046240414,114.39460954449558
2.2877049446105957,Docking Approach,13,3.857851028442383,3,43.31029058278314,163.2602647718777,94.57540988922119,125.45958785798645,111.77178551222381
2.399446487426758,Docking Approach,15,3.696441650390625,2,38.444169891085366,158.28277891971433,94.79889297485352,130.45408204719456,111.53720547478144
2.5036861896514893,Docking Approach,16,4.200458526611328,3,43.23386602927811,162.94434985588714,95.00737237930298,126.06549025570327,109.14132106862675
2.608276128768921,Docking Approach,15,4.009008407592773,2,38.39414152104981,157.9634827167262,95.21655225753784,131.06432098285526,109.03319447022953
2.7166099548339844,Docking Approach,18,4.7245025634765625,3,42.119841840669615,161.6572001309173,95.43321990966797,126.71778196281839,111.50455007946447
2.8218202590942383,Docking Approach,19,4.883527755737305,2,37.26179152492826,156.68685649617976,95.64364051818848,131.71274328252233,111.28013658909103
2.923957347869873,Docking Approach,18,4.472255706787109,3,41.95878897000417,161.2368498564701,95.84791469573975,127.50591232701086,108.57780920112513
3.026285409927368,Docking Approach,12,4.0607452392578125,2,37.13272639890251,156.25777934397485,96.05257081985474,132.505242293281,108.49595635539795
3.1329023838043213,Docking Approach,29,6.988048553466797,3,41.396946408764336,160.5144973795375,96.26580476760864,127.74895376119369,110.0379418934413
3.2398884296417236,Docking Approach,17,4.248857498168945,2,36.558059363166656,155.53755939778623,96.47977685928345,132.74657348093018,109.88367868687263
3.3413803577423096,Docking Approach,18,4.533052444458008,3,41.283121717020016,160.08151424403968,96.68276071548462,128.5760820959299,107.12559935377892
3.487992286682129,Docking Approach,17,5.091667175292969,2,36.478688479638535,155.0549236783108,96.97598457336426,133.57607156695468,107.11533827968988
3.594921588897705,Docking Approach,19,4.463911056518555,3,41.45229290100856,159.9495820862064,97.18984317779541,128.66051011303705,106.20032156248783
3.7063181400299072,Docking Approach,16,5.018472671508789,2,36.658013220424124,154.9529481969697,97.41263628005981,133.66038089104686,106.2362687905241
3.8107597827911377,Docking Approach,16,4.854917526245117,3,41.037294944218985,158.96557381843883,97.62151956558228,130.3042919634886,102.52996778948265
3.9150562286376953,Docking Approach,31,9.070396423339844,3,44.171569659737834,162.34111761069866,97.83011245727539,126.10630261756161,105.24601002985439
4.023026466369629,Docking Approach,26,5.76472282409668,2,39.36813829905145,157.34051584056152,98.04605293273926,131.10563794169158,105.32753497638222
4.127166271209717,Docking Approach,15,4.092216491699219,3,44.066208979069344,161.75290975229777,98.25433254241943,127.20160918741432,102.20366566321044
4.230245113372803,Docking Approach,16,4.448890686035156,2,39.29996520165503,156.74628560577028,98.4604902267456,132.19622629392725,102.43561384563127
4.334431409835815,Docking Approach,18,4.932165145874023,3,44.2828555841894,161.64240017150263,98.66886281967163,127.39169529147767,101.05124328595411
4.443638324737549,Docking Approach,17,5.206584930419922,2,39.52925534799641,156.62560860457884,98.8872766494751,132.38333661044564,101.34023626644282
4.549900531768799,Docking Approach,12,4.361152648925781,3,44.475843591335874,161.31955386697243,99.0998010635376,128.09435861416995,98.77028145215856
4.652579307556152,Docking Approach,17,4.604339599609375,2,39.750576921633886,156.3011165618741,99.3051586151123,133.07805310999512,99.17375285422047
4.755918741226196,Docking Approach,18,5.067110061645508,3,43.992883046658186,160.78743009089288,99.51183748245239,128.1364641905178,99.9357889103877
4.859023332595825,Docking Approach,28,7.647991180419922,2,39.25694754039184,155.7728130896902,99.71804666519165,133.12446340099746,100.28200253844753
5.004959583282471,Docking Approach,15,4.303455352783203,3,44.14008000517128,160.6199249561028,100.00991916656494,128.2087640652772,99.3677268465475
5.108438730239868,Docking Approach,17,4.625082015991211,2,39.41030376148868,155.60281807962394,100.21687746047974,133.1947201629549,99.74221555402822
5.2120935916900635,Docking Approach,22,6.523847579956055,3,43.59475494394148,160.034147469679,100.42418718338013,128.27919381938952,100.6574208674497
5.318279266357422,Docking Approach,13,4.596471786499023,2,38.85320960973787,155.01920430512493,100.63655853271484,133.26951065712197,100.9684479708412
5.422046184539795,Docking Approach,19,5.177497863769531,3,43.32832832804175,158.9853762270993,100.84409236907959,130.09225897497927,97.10773926021287
5.526216506958008,Docking Approach,11,4.045248031616211,2,38.64096866139422,153.96048740010772,101.05243301391602,135.06771635105247,97.60253608607054
5.629042625427246,Docking Approach,31,8.715152740478516,3,43.3379696660794,158.79155760728847,101.25808525085449,130.09522385157285,97.07878200005406
5.735959529876709,Docking Approach,19,4.946231842041016,2,38.650927074539666,153.76386270293344,101.47191905975342,135.07053575684816,97.57503943851297
5.841453552246094,Docking Approach,15,3.9949417114257812,3,43.63605013913175,158.47879340319759,101.68290710449219,130.81225569090208,94.95453359422143
5.945574760437012,Docking Approach,29,7.8334808349609375,3,48.16308899440771,163.21318771956535,101.89114952087402,125.81342596298143,94.8463608099512
6.05125880241394,Docking Approach,16,4.022359848022461,2,43.44877015526998,158.1769720752701,102.10251760482788,130.7793898160152,95.42877218549434
6.153459787368774,Docking Approach,31,9.696245193481445,3,48.1019884242988,162.28501969750542,102.30691957473755,127.51862711584073,91.63833334373064
6.261539697647095,Docking Approach,29,8.399486541748047,2,43.43160185698583,157.23722569912184,102.52307939529419,132.46262290965916,92.38459441782312
6.36830997467041,Docking Approach,29,7.826089859008789,3,45.00967529523032,159.63012212594907,102.73661994934082,128.83880197318953,95.82957944252271
6.4742512702941895,Docking Approach,25,6.931066513061523,2,40.319670641568926,154.5981111723995,102.94850254058838,133.80828575930676,96.3811507430071
6.618275165557861,Docking Approach,20,5.813360214233398,3,44.453178958424495,159.03490772551882,103.23655033111572,128.85909531450594,97.0921457789197
6.722672939300537,Docking Approach,30,8.093595504760742,2,39.751797502804585,154.00862245962443,103.44534587860107,133.8350749164681,97.58166288879082
6.829970359802246,Docking Approach,13,3.956317901611328,3,44.40908433993597,158.1189754871919,103.65994071960449,130.53258092036526,93.82752738168605
6.931832551956177,Docking Approach,20,5.486011505126953,2,39.75799920823547,153.08473230605114,103.86366510391235,135.4887502732388,94.48812207258001
7.035161972045898,Docking Approach,29,8.580923080444336,3,43.64645601800852,155.9913923687181,104.0703239440918,133.83047081136385,89.77111992859876
7.1402106285095215,Docking Approach,25,7.150411605834961,3,47.17304121113746,160.15663662261395,104.28042125701904,128.9708485784845,90.94758571803114
7.244495868682861,Docking Approach,30,7.887601852416992,2,42.52581556596946,155.11058415747019,104.48899173736572,133.90800425967885,91.73783490635734
7.3490259647369385,Docking Approach,16,4.5680999755859375,3,47.46267576026956,159.99559678169234,104.69805192947388,129.27682930981624,89.85310187917155
7.4541356563568115,Docking Approach,23,6.8225860595703125,2,42.82777707608069,154.94558119944895,104.90827131271362,134.20483627069942,90.69852922287829
7.561908960342407,Docking Approach,16,4.550933837890625,3,46.4007387737956,159.13120175040848,105.12381792068481,129.34136390887886,91.85897594108964
7.665852785110474,Docking Approach,30,8.503913879394531,2,41.75101786314992,154.0882009643588,105.33170557022095,134.28495914629082,92.60788590139059
7.771358966827393,Docking Approach,26,7.31658935546875,3,46.03768321322821,158.7383135216429,105.54271793365479,129.2859825087558,92.70904210426139
7.8751771450042725,Docking Approach,17,4.942178726196289,2,41.38026008504365,153.697976295517,105.75035429000854,134.2357273021931,93.4161676092746
7.977667808532715,Docking Approach,17,4.655599594116211,3,46.01533482913718,158.53319780102976,105.95533561706543,129.27747240968276,92.77141306613647
8.11445140838623,Docking Approach,30,7.8067779541015625,2,41.35728338014179,153.46181467828083,106.22890281677246,134.22765920822428,93.4754376818605
8.225856304168701,Docking Approach,17,4.568815231323242,3,41.91562676833479,154.91295594158163,106.4517126083374,131.41696351125796,97.6106510619722
8.3285973072052,Docking Approach,30,7.857561111450195,3,43.397384722650955,156.9921022016672,106.6571946144104,128.19406721767604,101.43333853033997
8.4338858127594,Docking Approach,19,4.817485809326172,2,38.64743047513448,151.9791803447356,106.8677716255188,133.18664239034072,101.70572271727465
8.540555953979492,Docking Approach,15,4.522562026977539,3,43.53456752258392,156.5570045649849,107.08111190795898,129.08509491068094,98.84612339707324
8.643689632415771,Docking Approach,22,6.26826286315918,2,38.81889475017825,151.5373066394909,107.28737926483154,134.06877184240363,99.24981169293392
8.74923062324524,Docking Approach,19,5.5789947509765625,3,40.4508764071725,153.74854635116563,107.49846124649048,130.7579738734784,102.99662591423719
8.851927518844604,Docking Approach,22,6.682157516479492,3,45.30487850617214,158.32222750585439,107.70385503768921,126.63440619740021,100.16887245595919
8.956925630569458,Docking Approach,28,8.383989334106445,2,40.55267661667401,153.30353066919068,107.91385126113892,131.62351682422175,100.49868324010117
9.062197923660278,Docking Approach,29,8.749961853027344,3,45.505194498580416,157.99819293226176,108.12439584732056,127.3345648565199,97.92868498742736
9.169275283813477,Docking Approach,20,4.848003387451172,2,40.78000458849797,152.9703327245801,108.33855056762695,132.31503306425512,98.37020104799444
9.270838737487793,Docking Approach,16,4.629373550415039,3,45.75717471939218,157.86234265157756,108.54167747497559,127.59475352341015,96.72127380391109
9.374864101409912,Docking Approach,20,5.460023880004883,2,41.045468897890785,152.83337842373678,108.74972820281982,132.5695376421723,97.22279446321821
9.478177070617676,Docking Approach,15,4.044055938720703,3,45.91323308858836,157.7315430091901,108.95635414123535,127.68557641053425,96.15184969906988
9.580032587051392,Docking Approach,20,4.760265350341797,2,41.207522027232365,152.70269917153726,109.16006517410278,132.65744044588132,96.68153641215825
9.719756841659546,Docking Approach,21,5.465507507324219,3,46.202469377899035,157.43197560944733,109.43951368331909,128.3000494815277,94.22936513270622
9.822878122329712,Docking Approach,14,4.039764404296875,2,41.52027779531212,152.39607286701178,109.64575624465942,133.26062549465036,94.85601145882023
9.926429748535156,Docking Approach,18,5.06138801574707,3,45.95666042908661,157.10863563298923,109.85285949707031,128.26062550983877,94.85640118220603
10.033313512802124,Docking Approach,22,5.853891372680664,2,41.26863255466962,152.07111723494575,110.06662702560425,133.22498823078232,95.45230618714054
10.138783931732178,Docking Approach,14,4.403829574584961,3,46.21943928493935,156.66634844847215,110.27756786346436,129.20319048554708,92.48159198068767
10.240915060043335,Docking Approach,28,8.03232192993164,2,41.56286267754534,151.62618878277814,110.48183012008667,134.15142371826713,93.1992185371952
10.346747159957886,Docking Approach,29,8.238792419433594,3,42.84018490328142,151.49431438942275,110.69349431991577,135.7089155512511,88.44798509837236
10.4550302028656,Docking Approach,19,5.460023880004883,3,46.562873754485686,153.9411894063939,110.9100604057312,134.7435059463033,83.54207190155827
10.55985403060913,Docking Approach,31,9.650230407714844,2,42.05469399522133,148.87426442934208,111.11970806121826,139.59574704729954,84.74861916453753
10.668083667755127,Docking Approach,29,9.08350944519043,3,46.96222558224199,153.0507587313657,111.33616733551025,136.52859513566804,80.79987516790072
10.774782419204712,Docking Approach,31,8.854389190673828,2,42.50040304986778,147.97534720586012,111.54956483840942,141.3393943548254,82.162303468016
10.880761623382568,Docking Approach,26,8.715152740478516,3,47.48054325564097,152.66964498516293,111.76152324676514,137.42190770861433,79.05532770744787
10.986716747283936,Docking Approach,16,4.621267318725586,2,43.04259877361468,147.59102288839458,111.97343349456787,142.20431169636907,80.51430409447659
11.089496374130249,Docking Approach,30,8.95833969116211,3,46.96182187230749,149.82583802320124,112.1789927482605,141.80359285696593,75.53038752096259
11.19706654548645,Docking Approach,31,8.465766906738281,2,42.62287768538892,144.73747969531706,112.3941330909729,146.50655777179801,77.22806858931978
11.346966981887817,Docking Approach,31,9.21940803527832,2,38.39966943488529,139.6098752913519,112.69393396377563,151.2095226866301,78.92574965767696
11.45635437965393,Docking Approach,28,8.746147155761719,2,34.321935878113635,134.5218114140884,112.91270875930786,155.91248760146217,80.62343072603414
11.568368434906006,Docking Approach,31,10.076284408569336,3,32.57365713723291,130.32073753319614,113.13673686981201,160.83754379693758,79.76097987444363
11.679615259170532,Docking Approach,29,8.649110794067383,3,32.24332158679531,126.82516236823648,113.35923051834106,165.51156878738985,77.9851729061535
11.78855586051941,Docking Approach,30,9.12785530090332,3,35.985156706887075,127.28670919520664,113.57711172103882,167.38087747430868,73.34775066604965
11.899634599685669,Docking Approach,28,9.335994720458984,2,32.49127584569101,122.18021517310886,113.79926919937135,171.7675664313231,75.74711724796407
12.007807731628418,Docking Approach,31,9.848356246948242,2,29.2872031006384,117.07662375429305,114.01561546325685,176.15425538833753,78.14648382987849
12.116176128387451,Docking Approach,31,8.758544921875,2,26.440215196145857,111.97294920817374,114.2323522567749,180.54094434535196,80.54585041179291
12.223095178604126,Docking Approach,28,8.330106735229492,2,24.028534593660567,106.8707807207508,114.44619035720825,184.9276333023664,82.94521699370733
12.327818393707275,Docking Approach,23,6.853818893432617,3,25.986646011620095,103.38540913479493,114.65563678741454,189.71648052824963,81.50753057200393
12.432827711105347,Docking Approach,22,7.312774658203125,2,24.265132006587187,98.2853479252987,114.8656554222107,193.90702141982857,84.23505088100345
12.538448572158813,Docking Approach,24,6.952524185180664,2,23.126054499614575,93.1849571304513,115.07689714431763,198.0975623114075,86.96257119000296
12.644253492355347,Docking Approach,31,9.003400802612305,2,22.62235335436162,88.08468939915271,115.2885069847107,202.28810320298643,89.69009149900248
12.754275798797607,Docking Approach,21,7.816791534423828,2,22.77945092419037,82.9807042195187,115.50855159759521,206.47864409456537,92.417611808002
12.902286052703857,Docking Approach,26,8.565187454223633,2,23.5892776862456,77.84055291213272,115.80457210540771,210.6691849861443,95.14513211700151
13.010032892227173,Docking Approach,25,8.44883918762207,2,25.012220540217903,72.73971022142844,116.02006578445433,214.85972587772324,97.87265242600103
13.115818738937378,Docking Approach,25,8.72492790222168,2,26.985988529173632,67.64134507867819,116.23163747787476,219.05026676930217,100.60017273500054
13.22255277633667,Docking Approach,21,5.4454803466796875,2,29.437244210062836,62.5427916387001,116.44510555267335,223.2408076608811,103.32769304400004
13.325080394744873,Docking Approach,24,5.551576614379883,2,31.276127735116333,59.15482866909653,116.65016078948975,226.00040383044055,105.12384652200002
13.427640914916992,Docking Approach,16,4.052400588989258,2,32.254807316235095,57.411937756636775,116.855281829834,227.38020191522025,106.02192326100001
13.529366493225098,Waiting,20,4.5680999755859375,2,32.757910455769306,56.492337284753255,117.0587329864502,228.07010095761012,106.4709616305
13.632429599761963,Docking Approach,20,4.95147705078125,2,33.01277753384141,55.98271467320766,117.26485919952391,228.41505047880506,106.69548081525
13.73619031906128,Docking Approach,28,6.473302841186523,2,33.14102464113064,55.6780892229308,117.47238063812256,228.5875252394025,106.807740407625
13.841217041015625,Docking Approach,22,4.576683044433594,2,33.2053496959538,55.475130965780494,117.68243408203125,228.67376261970125,106.8638702038125
13.946262121200562,Docking Approach,24,4.996061325073242,2,33.23756236372908,55.32363987308397,117.89252424240111,228.71688130985063,106.89193510190626
14.049551963806152,Waiting,25,5.491495132446289,2,33.25368120343089,55.19960953748607,118.0991039276123,228.7384406549253,106.90596755095314
14.152245998382568,Docking Approach,14,3.701925277709961,2,33.26174374608134,55.08908700859716,118.30449199676514,228.74922032746264,106.91298377547656
14.252784490585327,Docking Approach,13,3.629922866821289,2,33.26577579765008,54.98713006819905,118.50556898117065,228.75461016373131,106.91649188773829
14.35324215888977,Docking Approach,23,6.110668182373047,2,33.26779201843827,54.8885540939805,118.70648431777954,228.75730508186564,106.91824594386915
14.49843454360962,Docking Approach,22,5.522251129150391,2,33.268800177576225,54.749284021441156,118.99686908721924,228.75865254093281,106.91912297193457
14.604202032089233,Docking Approach,19,4.887819290161133,2,33.26930426933026,54.64832429883983,119.20840406417847,228.7593262704664,106.91956148596728
14.707395553588867,Waiting,20,4.812002182006836,2,33.26955631825346,54.55030845428759,119.41479110717773,228.7596631352332,106.91978074298365
14.810168504714966,Docking Approach,19,4.220008850097656,2,33.26968234347657,54.45299607665487,119.62033700942993,228.7598315676166,106.91989037149182
14.912282705307007,Waiting,23,5.619287490844727,2,33.26974535627851,54.35651201626408,119.82456541061403,228.7599157838083,106.91994518574592
15.015509843826294,Waiting,27,6.188631057739258,2,33.26977686272706,54.259136365457856,120.03101968765259,228.75995789190415,106.91997259287297
15.118457078933716,Waiting,24,5.666971206665039,2,33.26979261596323,54.16216040417919,120.23691415786743,228.75997894595207,106.91998629643649
15.221259832382202,Docking Approach,17,4.158496856689453,2,33.2698004925843,54.065445217906976,120.4425196647644,228.75998947297603,106.91999314821825
15.325650215148926,Waiting,25,5.545377731323242,2,33.269804430895576,53.96735948232377,120.65130043029785,228.759994736488,106.91999657410912
15.429171800613403,Waiting,28,6.395578384399414,2,33.269806400051394,53.87021109740676,120.85834360122682,228.759997368244,106.91999828705457
15.534302234649658,Docking Approach,15,3.6745071411132812,2,33.26980738462935,53.77167669650482,121.06860446929932,228.759998684122,106.91999914352729
15.639344215393066,Docking Approach,22,5.255937576293945,2,33.269807876918364,53.67335093266587,121.27868843078612,228.759999342061,106.91999957176364
15.74440622329712,Docking Approach,14,4.009485244750977,2,33.269807876918364,53.57513415464813,121.48881244659424,228.759999342061,106.91999957176364
15.846315860748291,Docking Approach,17,4.158973693847656,2,33.269807876918364,53.479987574988805,121.69263172149657,228.759999342061,106.91999957176364
15.948281049728394,Docking Approach,23,5.629301071166992,2,33.269807876918364,53.384912448018774,121.89656209945677,228.759999342061,106.91999957176364
16.09567165374756,Docking Approach,20,4.764080047607422,2,33.269807876918364,53.24770323782745,122.19134330749512,228.759999342061,106.91999957176364
16.20129919052124,Docking Approach,27,6.180524826049805,2,33.269807876918364,53.149536301205764,122.40259838104248,228.759999342061,106.91999957176364
16.305222749710083,Docking Approach,18,4.175901412963867,2,33.269807876918364,53.053089012172116,122.61044549942017,228.759999342061,106.91999957176364
16.40722417831421,Waiting,21,5.3348541259765625,2,33.269807876918364,52.958558726394585,122.81444835662842,228.759999342061,106.91999957176364
16.512890815734863,Docking Approach,21,5.061626434326172,2,33.269807876918364,52.86077284497587,123.02578163146974,228.759999342061,106.91999957176364
16.61985945701599,Waiting,26,6.362199783325195,2,33.269807876918364,52.76193053124188,123.23971891403197,228.759999342061,106.91999957176364
16.726589918136597,Waiting,20,5.224466323852539,2,33.269807876918364,52.663459385186485,123.4531798362732,228.759999342061,106.91999957176364
16.829771995544434,Waiting,25,6.08062744140625,2,33.269807876918364,52.56840759027682,123.65954399108887,228.759999342061,106.91999957176364
16.934489250183105,Waiting,21,5.618810653686523,2,33.269807876918364,52.47208998356553,123.86897850036623,228.759999342061,106.91999957176364
17.038315057754517,Docking Approach,14,4.1294097900390625,2,33.269807876918364,52.37674198338261,124.07663011550902,228.759999342061,106.91999957176364
17.143035650253296,Waiting,21,4.986763000488281,2,33.269807876918364,52.28072532827282,124.2860713005066,228.759999342061,106.91999957176364
17.247998237609863,Docking Approach,17,4.394054412841797,2,33.269807876918364,52.184643187022665,124.49599647521974,228.759999342061,106.91999957176364
17.349913835525513,Docking Approach,24,5.336523056030273,2,33.269807876918364,52.09150211086282,124.69982767105101,228.759999342061,106.91999957176364
17.45456862449646,Waiting,23,6.407737731933594,2,33.269807876918364,51.99601550143362,124.90913724899292,228.759999342061,106.91999957176364
17.60292363166809,Docking Approach,25,5.493879318237305,2,33.269807876918364,51.860935198073875,125.20584726333618,228.759999342061,106.91999957176364
17.711742639541626,Docking Approach,18,4.069328308105469,2,33.269807876918364,51.76206386524935,125.42348527908324,228.759999342061,106.91999957176364
17.81368637084961,Docking Approach,19,4.493951797485352,2,33.269807876918364,51.669603464561035,125.6273727416992,228.759999342061,106.91999957176364
17.91601586341858,Docking Approach,21,5.087375640869141,2,33.269807876918364,51.57695498175656,125.83203172683714,228.759999342061,106.91999957176364
18.023541927337646,Waiting,18,5.030632019042969,2,33.269807876918364,51.47977846662077,126.04708385467528,228.759999342061,106.91999957176364
18.130364418029785,Docking Approach,23,5.841255187988281,2,33.269807876918364,51.38341965523601,126.26072883605957,228.759999342061,106.91999957176364
18.235700845718384,Docking Approach,17,4.278659820556641,2,33.269807876918364,51.28858114044532,126.47140169143678,228.759999342061,106.91999957176364
18.34147071838379,Waiting,19,5.191564559936523,2,33.269807876918364,51.19353432756773,126.68294143676756,228.759999342061,106.91999957176364
18.446410417556763,Docking Approach,21,5.367517471313477,2,33.269807876918364,51.099415986673556,126.89282083511351,228.759999342061,106.91999957176364
18.54918909072876,Docking Approach,23,5.043983459472656,2,33.269807876918364,51.00741418870629,127.09837818145752,228.759999342061,106.91999957176364
18.65754222869873,Docking Approach,25,5.873441696166992,2,33.269807876918364,50.91061594292682,127.31508445739748,228.759999342061,106.91999957176364
18.76263427734375,Waiting,26,6.360769271850586,2,33.269807876918364,50.81692310378189,127.52526855468749,228.759999342061,106.91999957176364
18.86878752708435,Docking Approach,26,6.35528564453125,2,33.269807876918364,50.722478573854765,127.73757505416872,228.759999342061,106.91999957176364
18.973310232162476,Docking Approach,25,5.6934356689453125,2,33.269807876918364,50.6296779594591,127.94662046432495,228.759999342061,106.91999957176364
19.079473972320557,Waiting,15,4.135370254516602,2,33.269807876918364,50.535618987425664,128.15894794464114,228.759999342061,106.91999957176364
19.222719192504883,Docking Approach,24,5.865335464477539,2,33.269807876918364,50.40902809192615,128.44543838500977,228.759999342061,106.91999957176364
19.32669973373413,Waiting,23,5.622148513793945,2,33.269807876918364,50.31737121668955,128.65339946746826,228.759999342061,106.91999957176364
19.42951774597168,Docking Approach,19,4.673480987548828,2,33.269807876918364,50.22693551697635,128.85903549194336,228.759999342061,106.91999957176364
19.53198003768921,Waiting,19,5.718469619750977,2,33.269807876918364,50.137009229416236,129.06396007537842,228.759999342061,106.91999957176364
19.644338130950928,Docking Approach,22,4.69660758972168,2,33.269807876918364,50.03862602079248,129.28867626190186,228.759999342061,106.91999957176364
19.751113653182983,Waiting,23,5.384206771850586,2,33.269807876918364,49.94535479385042,129.50222730636597,228.759999342061,106.91999957176364
19.852343320846558,Docking Approach,22,5.057811737060547,2,33.269807876918364,49.85713171208283,129.70468664169312,228.759999342061,106.91999957176364
19.95329761505127,Docking Approach,25,5.74946403503418,2,33.269807876918364,49.76934826575396,129.90659523010257,228.759999342061,106.91999957176364
20.05491542816162,Docking Approach,20,4.998445510864258,2,33.269807876918364,49.6811913848468,130.10983085632324,228.759999342061,106.91999957176364
20.1563937664032,Docking Approach,20,5.70368766784668,2,33.269807876918364,49.59336145957894,130.3127875328064,228.759999342061,106.91999957176364
20.25843858718872,Docking Approach,28,6.219148635864258,2,33.269807876918364,49.505251006974824,130.51687717437744,228.759999342061,106.91999957176364
20.3609356880188,Waiting,21,5.298852920532227,2,33.269807876918364,49.416964044072564,130.7218713760376,228.759999342061,106.91999957176364
20.4624764919281,Docking Approach,30,7.2765350341796875,2,33.269807876918364,49.329714531328314,130.9249529838562,228.759999342061,106.91999957176364
20.56691837310791,Waiting,23,5.689859390258789,2,33.269807876918364,49.24019654283584,131.13383674621582,228.759999342061,106.91999957176364
20.668944597244263,Docking Approach,21,4.787921905517578,2,33.269807876918364,49.15297096567845,131.33788919448853,228.759999342061,106.91999957176364
20.844491720199585,Waiting,27,7.034778594970703,2,33.269807876918364,49.00340997968391,131.68898344039917,228.759999342061,106.91999957176364
20.94826054573059,Docking Approach,24,5.459785461425781,2,33.269807876918364,48.915315292026825,131.89652109146118,228.759999342061,106.91999957176364
21.050752878189087,Waiting,21,5.041360855102539,2,33.269807876918364,48.82853570957327,132.10150575637817,228.759999342061,106.91999957176364
21.15163803100586,Docking Approach,21,5.07044792175293,2,33.269807876918364,48.74334381133769,132.30327606201172,228.759999342061,106.91999957176364
21.25214648246765,Waiting,22,5.739450454711914,2,33.269807876918364,48.65869609814429,132.5042929649353,228.759999342061,106.91999957176364
21.353740215301514,Docking Approach,20,5.349636077880859,2,33.269807876918364,48.57336596489326,132.70748043060303,228.759999342061,106.91999957176364
